image_name,gemini_output,sentiment,sarcasm,vulgarity,abuse,target
image_tamil_0637.jpg,"This image features a public sign written in Tamil designed to deter people from urinating in a specific spot by threatening public shaming. The top of the sign states that a CCTV camera is present, while the center displays a graphic of a newspaper clipping to reinforce the threat. The Tamil text translates to informing passersby that if they urinate there, they will be photographed and their picture will be published in the following day's newspaper. The bottom line directs people to the nearest public restroom located in the adjacent building. The sign serves as a humorous yet stern example of community-led social policing, utilizing the fear of viral embarrassment and local media exposure to maintain public hygiene.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0244.jpg,"This meme features the popular Tamil comedian Vadivelu in a still from a film, wearing a vibrant orange shirt with a white patterned scarf around his neck. He is shown with a pensive, slightly confused expression, holding his index finger to his chin as if pondering a question. The Tamil text overlaid at the top translates to, ""Did they change the name of the Kabali teaser to Kaala?"" This meme plays on the confusion or anticipation surrounding film titles and marketing within the Tamil cinema industry, using the actor's iconic comedic persona to express skepticism or uncertainty.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0828.jpg,"This meme features a two-panel sequence from a classic Tamil comedy film starring the actors Vadivelu and Soori. In the top panel, the friend, labeled as Bestie, proudly tells the other, Me, that he prepared a cup of lemon tea, while Vadivelu sits calmly, about to take a sip. The accompanying Tamil text translates to him boasting about making the tea with Vim dishwashing bar, claiming it contains the power of 100 lemons. In the bottom panel, the expression on the man's face shifts to a horrified reaction as he violently spits out the tea after realizing the truth, capturing the comedic shock of the situation.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0505.jpg,"This meme uses a series of reaction shots featuring popular Tamil comedian Vadivelu to make a satirical point about the logos of major Indian political parties. The top portion displays the symbols of the AIADMK (two leaves), the BJP (a lotus), and the PMK (a mango) in sequence, while Vadivelu responds with varying degrees of confusion and indifference. The bottom panel features a scene from a movie where a man asks his father in Tamil, Appa ethu 3rd std science lesson pa, which translates to Father, is this a 3rd standard science lesson. By framing these political symbols as botanical items in a primary school curriculum, the meme humorously suggests that the focus on these symbols has become mundane or elementary, implying that the viewer is tired of the constant political campaigning associated with these logos.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Organization
image_tamil_0106.jpg,"This image features a popular scene from a Tamil movie featuring the well-known comedian Vadivelu, who is sitting among a crowd of people in a rural setting. Vadivelu occupies the foreground, wearing a vibrant, bright-colored shirt and making a specific hand gesture near his ear, accompanied by a smug, skeptical facial expression that conveys a sense of sarcasm or feigned admiration for something he has just heard. The other people in the background look on with more neutral or serious expressions, contrasting with his performative demeanor. The text overlay at the top of the image is written in Tamil as ""Arumaiyaana karuthu,"" which translates to ""a wonderful point"" or ""a great thought,"" ironically used here to mock or ridicule an idea that is perceived as foolish or overly intellectual.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0708.jpg,"This meme uses a split-screen layout featuring stills from a Tamil soap opera to mock a contestant named Kavin from the reality show Bigg Boss Tamil. The top panel shows Kavin looking serious next to Losliya, while the bottom panel depicts a man pointing an accusatory finger, representing the meme creator or admin, toward a group of people. The Tamil text criticizes Kavin, calling him a man who doesn't know why he joined the show and instead spends his time manipulating the hearts of different women every week. It further refers to the woman, presumably Losliya, as a mixture who fell into his trap for the third time, and predicts that once a wildcard contestant enters, Kavin will abandon his current partner to chase after the newcomer while pretending to be in a grand, cinematic love story.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0101.jpg,"This meme features a still from a Tamil film showing two men standing in front of a world map, with one man pointing toward the other as if assigning blame. The man on the left appears stoic and expressionless, while the man on the right is captured mid-gesture with an accusatory look, gesturing toward his companion. The Tamil text overlaid at the top translates to, Behold! This is the reason for my downfall, establishing the image as a humorous template used to shift responsibility or blame someone else for a personal misfortune or failure.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0976.jpg,"This three-panel meme uses scenes from the Tamil film Singam to humorously illustrate a situation involving a college Head of Department (HOD). In the first panel, a police officer played by actor Suriya, labeled as HOD, sternly asks what is happening. The second panel features a character from the film hiding behind leaves and pointing toward a bottle of Fogg perfume, exclaiming that Fogg is happening, which plays on the brand's classic advertising slogan. The final panel shows the HOD looking confused and frustrated as he encounters a person wearing a mask of cricketer M.S. Dhoni, accompanied by the Tamil text evan la athu, which translates to who is that guy in English. The meme relies on the contrast between the serious, intense tone of the movie frames and the absurd inclusion of a perfume bottle and a celebrity mask to create a comedic effect about an unexpected or chaotic event taking place on campus.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0046.jpg,"In this comedic scene from a Tamil film, the iconic actor Goundamani is captured in an exaggerated pose as he holds an orange plastic bucket over the head of a young boy who appears visibly annoyed or disappointed. Goundamani’s wide-eyed, comical facial expression conveys a sense of frustration or mock aggression, while the boy looks away with a pained look, emphasizing a humorous dynamic of irritation. The Tamil text overlaid at the top, vesam vesam ambuttum vesam payupullaikku, translates to something like, ""So much acting, this kid has so much acting,"" serving as a sarcastic remark aimed at someone who is perceived to be putting on a fake or overly dramatic performance.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0588.jpg,"This meme uses a split-screen format to draw a humorous visual parallel between a real-life political event and a scene from a Tamil film. The top image shows the current Chief Minister of Tamil Nadu, M.K. Stalin, being held by the chin and whispered to by the late politician M. Karunanidhi during a public event, reflecting a gesture of mentorship or close communication. Below it is a still from the film Polladhavan, featuring a character played by actor Kishore holding the chin of the protagonist played by Dhanush in a nearly identical physical pose, though with a more aggressive or menacing tone. The visual juxtaposition highlights how a gesture of affection or mentorship in one context can look identical to a scene of intimidation in a fictional cinematic context, creating an ironic contrast between serious politics and dramatic movie tropes. There is no specific Tamil text overlay in the image, other than a small watermark logo in the corner.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Organization
image_tamil_0546.jpg,"This four-panel meme depicts a humorous scenario about the persistent nature of WhatsApp group administrators. The images are taken from a scene where a man, shirtless and wearing a traditional lungi, tries to walk away while a woman pulls him back by his waistcloth, symbolizing the struggle of a member attempting to leave a group. In the first panel, the text *He Left appears as the man tries to walk out, while the second and third panels show the woman, representing the admin and other group members, forcefully dragging him back into the frame. The final panel shows the man looking defeated as he is pulled back, accompanied by the text Added you back, which captures the relatable frustration of being repeatedly re-added to a group after choosing to exit. The expressions throughout the sequence convey the man's futile attempt at escape and the relentless determination of the group members to keep him participating.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0326.jpg,"This meme features a still from a classic Tamil film starring actors Senthil and Goundamani, capturing a humorous interaction between the two comedic legends alongside another man in the background. Senthil, positioned on the left, appears bashful and shy, with his hand resting against his face as he looks downward, while Goundamani, standing center, gestures with his hand as if he is reprimanding or questioning him with a stern expression. The Tamil text overlay translates to who is teaching you to speak like this, effectively creating a comedic scene where one character is humorously confronted or scolded for his recent remarks or behavior.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0724.jpg,"This image features a juxtaposition between the spiritual reverence of the Adiyogi statue and the environmental destruction caused by human activity. The top portion of the image shows the famous Adiyogi statue performing a dance, appearing calm and serene as it overlooks a landscape that transitions into a barren, deforested wasteland. In the bottom section, several dead elephants lie on dry, cracked earth surrounded by tree stumps, symbolizing the tragic consequences of habitat loss and ecological neglect. The Tamil text in the top left corner reads Adiyogi, serving as a stark contrast to the scene of death and deforestation beneath the deity, thereby critiquing the irony of worshipping a symbol of nature and creation while simultaneously destroying the actual natural world.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0196.jpg,"This meme features a still from a classic Tamil film starring the actor Goundamani, who stands in the foreground looking distraught while holding a cloth bag, while a woman stands behind him in the background. The text overlaid on the image is in Tamil and translates to, Do you know how badly they abused me in the comments, sister... I vomited blood, literally. The caption captures a humorous yet exaggerated expression of shock and emotional distress, typically used in social media contexts to mock individuals who overreact to negative online comments or criticism.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0917.jpg,"This meme features a series of three stills from a Tamil film starring Rajinikanth and another actor standing on a rooftop, using their positioning to comment on the romantic status of men. In the first panel, the Tamil text translates to mean that being single is not because others do not like you, but rather that a playboy is not just someone who remains idle. The subsequent panels use a visual metaphor where the characters point toward a nearby neighborhood to illustrate their point; the second panel suggests that a playboy has many romantic options, while the final panel depicts the single man remaining in the exact same spot, implying that despite his efforts or observations, his relationship status remains unchanged. The actors maintain neutral, conversational expressions throughout the sequence, serving as the straight-faced narrators for this cynical observation about dating dynamics.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0043.jpg,"This meme features a close-up shot of the popular Tamil comedian Vadivelu, who wears a white headwrap and a distinct religious mark on his forehead while smiling and gesturing with his hand as if explaining a puzzling situation. The Tamil text overlaid on the image translates to ""They worship me in the morning, but they scold me by the afternoon,"" reflecting a humorous commentary on human inconsistency or fickle public opinion. In the bottom right corner, a hashtag identifies the character as Soori, while a small watermark in the bottom left credits the source website, capturing a quintessential comedic moment from Tamil cinema.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0520.jpg,"This meme features a close-up photograph of several round, yellow Indian sweets known as laddu piled onto a decorative plate. The image uses this food as a metaphor for life, with Tamil text overlaying the top and bottom of the picture. The top text translates to ""Don't feel bad that the laddu is broken,"" while the bottom text translates to ""Be happy that you received the boondi (the components of the laddu)... life will be good."" The overall message is a play on words suggesting that even if things fall apart or aren't perfect, one should appreciate what they have, concluding with three smiling face emojis with hearts to emphasize a positive and optimistic outlook.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0032.jpg,"This meme features a still from a Tamil film showing two men embracing in a friendly hug. On the left, a man in a white shirt smiles warmly while looking at his companion, who is wearing an orange shirt and appears to be laughing or crying with a joyful expression. The Tamil text overlay, which reads manasai thethikkonganga boss, translates to English as brace yourself or gather your strength, boss, often used in internet culture to console someone or prepare them for disappointing news or an overwhelming situation.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0915.jpg,"This meme features a humorous take on the irony of modern parenting by displaying a famous photograph of three toddlers illustrating the proverb see no evil, hear no evil, and speak no evil. The leftmost child covers their mouth, the middle child covers their eyes, and the rightmost child covers their ears. The Tamil text overlaid on the image translates to Don't talk on mobile and don't watch Facebook, which are the instructions being given by the parents. The bottom text continues the joke by stating, Don't listen to parents who say that, followed by a parenthetical remark that this is how the world is going today. The visual juxtaposition highlights the hypocritical nature of adults who forbid their children from using technology while they are likely doing the same thing themselves.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0253.jpg,"This popular Tamil meme features the iconic comedian Vadivelu, who is shown looking directly at the camera with an intense, skeptical, and slightly annoyed facial expression while holding up one finger in a cautionary gesture. His expression perfectly captures a moment of warning or restrained frustration. The text overlay written in Tamil, which translates to ""I will show patience only up to a certain limit,"" highlights a sentiment of reaching a breaking point after enduring someone's behavior for too long. The image is widely used in social media contexts to express that someone has exhausted the speaker's tolerance and that a sharp or aggressive reaction is imminent if the provocation continues.",Neutral,Non-Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0993.jpg,"This image features a black background with yellow Tamil text and various emoji hand gestures including a thumbs up, clapping hands, and an okay sign. The text translates to mean that there is no need to go to yoga for peace of mind, as one can achieve the same result by sending their wife to her mother's house for a week. The tone of the image is that of a sarcastic or stereotypical joke often found in lighthearted social media humor, relying on familiar cultural tropes regarding marital dynamics to deliver its punchline.",Positive,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0105.jpg,"This meme features a close-up shot of the popular Tamil comedian Goundamani, who displays a look of deep exhaustion and exasperation as he holds his arms across his chest. The Tamil text overlaid on the image translates to, Stop with the reels already, the reel has ended, which humorously conveys a sense of burnout or frustration regarding the current trend of excessive social media short-form video content. His weary facial expression perfectly captures the feeling of someone who has reached their limit with repetitive or tiresome digital trends.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0133.jpg,"This humorous meme features a still from a Tamil film where the iconic comedian Vadivelu, wearing a green shirt and a white towel draped around his neck, stands between two intimidating, muscular men who are wielding large machetes. Vadivelu's face displays a look of comical desperation, fear, and pleading as he holds his hands together in a prayer-like gesture, clearly trying to avoid a confrontation. The Tamil text overlaid on the image translates to, I have absolutely nothing to do with that post, sir, please leave me alone, capturing the relatable feeling of being falsely accused or dragged into an unnecessary online controversy.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0352.jpg,"This meme features a close-up still of the popular Tamil comedian Vadivelu, who displays a look of feigned surprise mixed with a slightly sarcastic or mocking expression. Above his image, the text in Tamil reads, Ada tada! Ivvalavu nala engada irunthinga, which translates to Wow! Where have you guys been all this time? The tone of the caption is typically used to jokingly express disbelief or pretend enthusiasm toward someone who has finally appeared or responded after a long period of silence or absence.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0298.jpg,"This humorous three-panel meme features the popular Tamil comedian Vadivelu in a comedic situation. In the first panel, he is seen struggling to blow up a large balloon, while the second panel shows him with a confused and slightly embarrassed expression after failing the task. The Tamil text overlay translates to, ""He is grown like a buffalo, yet he still doesn't even know how to properly blow up a balloon."" The final panel depicts a young girl making a dismissive or frustrated hand gesture, perfectly capturing the sarcastic reaction of someone mocking a friend who is physically mature but lacks basic skills. The overall tone is playful teasing aimed at friends who appear older or larger than their actual level of maturity or competence.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0486.jpg,"This meme features a scene from a Tamil film where an angry man, dressed in a lungi and appearing shirtless, stands in a rural outdoor setting while brandishing a large sickle toward a crowd of villagers who are looking on with a mix of concern and alarm. The man's posture is aggressive, and his facial expression is one of intense rage, capturing a moment of dramatic confrontation. The Tamil text overlaid at the top translates to, I will not talk anymore, this will talk, which highlights the transition from verbal communication to physical threat as the weapon is introduced to make the point. The inclusion of a small icon in the bottom left corner featuring two famous Tamil comedians adds a comedic element, framing the intense scene as a lighthearted or ironic reference to typical movie tropes.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0414.jpg,"This meme features a still from a Tamil film showing actors Udhayanidhi Stalin, Santhanam, and Hansika Motwani standing together. Santhanam is positioned in the center with his hand over his mouth in a shocked or guilty expression, while Udhayanidhi points a finger at him and Hansika looks on with a stern, unimpressed glare. The Tamil text overlay reads yaar yaaro nanban endru emandha nenjam undu, which translates to there are hearts that have been deceived by trusting the wrong people as friends. The composition captures a humorous moment of social betrayal, humorously implying that someone has been caught in a lie or a dishonest act by their companions.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0445.jpg,"This meme features a close-up shot of the popular Tamil comedian Goundamani from an old film, flanked by two other men in the background. Goundamani displays a serious and slightly annoyed facial expression, characteristic of his blunt, confrontational character roles. The Tamil text superimposed on the image reads, Thambi, nee adikkadi namma root-laye grass panra idhu nalladhukku illa, which translates to, Little brother, you are repeatedly crossing into our path/root, and this is not good. In this context, the phrase grass panra is a colloquial or slang variation of crossing, often used in Tamil humor to imply someone is encroaching on another person's space or business. The image is widely used in social media as a reactive meme to tell someone to stop interfering in their affairs.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0863.png,"This meme features a movie poster for the film World Famous Lover, starring Vijay Deverakonda and Aishwarya Rajesh, positioned above a classic comedic scene from a Tamil film featuring the actor Vadivelu. Vadivelu wears a skeptical and intense expression as he looks at his co-star, representing the audience's reaction to the film's romantic pairing. The Tamil text overlay, Unayum Vitu Vaikalaya antha Vjd, translates to, Did that VJD (Vijay Deverakonda) not even spare you, reflecting a humorous or sarcastic commentary on the actor's tendency to have intense romantic storylines with his leading ladies in multiple films.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0378.jpg,"This meme features a still from a Tamil film showing the popular comedian Vadivelu standing next to another actor, both looking up with expressions of concern and skepticism. The Tamil text overlay translates to, Does that lizard only chirp now, implying a sense of annoyance or sarcasm regarding the timing of an irritating sound. Vadivelu’s upward gaze and slightly tense facial expression perfectly capture the relatable frustration of being distracted by a small, persistent nuisance at an inopportune moment.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0356.jpg,"The image features a popular meme of the Tamil comedian Vadivelu, who is shown with a cunning and slightly amused expression, gesturing with his hand as if commenting on a situation. The Tamil text overlaid on the image translates to, ""Wow, what a huge crowd... the likes are going to skyrocket today,"" which serves as a humorous meta-commentary on social media engagement, suggesting that content creators often measure success by how much attention or popularity they gain. The context plays on the irony of someone noticing a large volume of activity and anticipating a massive surge in positive social media metrics.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0925.jpg,"This two-panel meme contrasts the differing reactions of male and female students upon realizing they forgot their scientific calculator on the day of an exam. In the top panel, an older woman with a distressed, tearful expression represents the girls, accompanied by Tamil text that translates to, I left my scientific calculator at home. The bottom panel features a man with a wide-eyed, panicked expression representing the boys, accompanied by Tamil text that translates to, I forgot that I needed a scientific calculator for today's exam, along with an emoji depicting a strained or embarrassed face to emphasize his sudden realization of impending trouble.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0609.jpg,"This meme features a split-panel composition using scenes from a Tamil film to depict a classic domestic exchange between a mother-in-law, labeled Mamiyar, and her daughter-in-law, labeled Marumagal. In the top panel, the mother-in-law appears stern and judgmental while asking the Tamil question, ""Unga veetla yaarum unaku samaika solli tharalaya?"" which translates to, ""Did nobody in your house teach you how to cook?"" The bottom panel shows the daughter-in-law looking amused and cheeky, with a laughing emoji overlay, as she offers the witty retort, ""zomato la order panna solli kuduthu irukanga aunty,"" which translates to, ""They taught me how to order on Zomato, aunty."" The meme plays on the generational gap and shifting domestic habits, framing the daughter-in-law's modern reliance on food delivery apps as a clever comeback to the older generation's traditional expectations of cooking.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Organization
image_tamil_0891.jpg,"This meme features a split-screen edit using stills from an Indian film, depicting two men engaged in a serious discussion about national politics. On the left, the characters are shown sitting together, while the right side zooms in on their faces to capture an intense, wide-eyed expression of realization or profound gravity. The text overlay, written in a mix of Tamil and English, asks ""Adutha PM Yaru? Modi ah..? Pappu ah..?"" which translates to ""Who is the next Prime Minister? Is it Modi? Or is it Pappu?"" The punchline on the right, written in English, responds with ""SEEMAN ANNA..!"" This expresses a humorous, fan-driven sentiment suggesting that Seeman, a prominent regional politician in Tamil Nadu, is the ideal choice for the position.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Organization
image_tamil_0739.jpg,"The meme features a close-up image of the well-known Tamil comedian Vadivelu, who appears with a weary, skeptical, and slightly unimpressed facial expression while resting his chin on his hand. The top portion of the image contains Tamil text that translates to, ""It seems only those who don't have a job spend all their time on WhatsApp and Facebook."" The bottom portion of the image responds to this with a satirical follow-up question that translates to, ""Then, are all those who never even visit WhatsApp and Facebook serving as presidents?"" The overall tone of the meme is humorous and sarcastic, using the comedian's popular expression to challenge the social stigma surrounding people who are frequently active on social media.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0152.jpg,"This meme features a still from a classic Tamil film starring actor Vadivelu, who appears visibly moved and emotional with tears in his eyes while placing his hand on a friend's shoulder. The Tamil text overlay translates to, I do not know how I am going to repay the help you are doing for me, expressing deep gratitude and humility. The image is commonly used in social media contexts to humorously acknowledge someone who has helped the creator, or conversely, to sarcastically mock situations where a friend has done a trivial favor or even caused minor trouble.",Positive,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0953.jpg,"The image features a young child dressed in traditional orange monk robes, sitting in a meditative posture and holding prayer beads with a calm and stoic expression on their face. The Tamil text overlaid on the image translates to a humorous observation stating that one does not necessarily need to practice yoga for mental peace, suggesting instead that one can achieve the same result by sending their wife to her mother's house for a week. The combination of the solemn-looking child and the cheeky caption creates a lighthearted, satirical take on domestic life and the pursuit of tranquility.",Positive,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0880.jpg,"This meme is a humorous take on the fan culture surrounding the Tamil actor Silambarasan, often referred to as STR, who is known for his highly rhythmic and repetitive song lyrics. The collage features a classic scene from a Tamil comedy film where a character played by Vadivelu encounters a man singing repetitive phrases. The man sings about ice cream and then mentions Balamurugan temple, which prompts Vadivelu to sarcastically ask if he couldn't just say Murugan temple. When the man then shouts ball, Vadivelu expresses exasperation, asking why he uses English words instead of the Tamil word pandhu and pleading with him not to test his patience. The dialogue highlights the absurdity of mixing simple, repetitive lyrics with Anglicized vocabulary, reflecting common criticisms or jokes made about the musical style of the actor's fan base.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0216.jpg,"This meme features a humorous interaction between two men, with the famous Tamil comedian Vadivelu on the right grabbing the head of an older man on the left. The man on the left appears stoic and expressionless while having his head held, while Vadivelu exhibits a comical, exaggerated expression of annoyance or mockery. The Tamil text at the top, Enna da morappu, translates to what is with that intense or rigid stare, playfully questioning the other person's serious or stern facial expression in a teasing manner.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0037.jpg,"The image depicts a scene from a Tamil movie featuring the popular comedian Vadivelu, who is shown in the middle of a crowd aggressively grabbing another man by his shirt, a classic setup for his humorous and exaggerated confrontational style. His expression is one of mock outrage and intense scolding, while the surrounding onlookers appear caught in a tense or chaotic moment. The text overlaid in Tamil translates to, Hey scoundrels! Hey you good-for-nothing scoundrels!, which serves as a blunt and comical insult. The overall composition highlights a quintessential moment of comedic conflict, where the physical struggle combined with the over-the-top dialogue is commonly used in memes to mock people or situations involving incompetence or annoying behavior.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0553.jpg,"This image features a multi-panel collage of scenes from the Tamil film Boys, using various characters to create a humorous dialogue about social media etiquette and unwanted attention. The meme depicts a conversation where one side complains about people sending friend requests to strangers to flirt, asking if it is fair, while the other side counters by questioning why they should stop or be banned, eventually escalating to a defiant claim of having fake profiles to continue the behavior. The Tamil text translates to: Is it fair to send requests to girls you do not know to flirt with them? What are we supposed to do? Is it possible to stop? Otherwise, just ban us. Is it only fair to send requests to girls you already know? If you want us to stop sending requests to strangers, we cannot. We will just use fake profiles. The expressions of the actors, including the late Vivek and others, transition from serious and questioning to defiant and mischievous, perfectly capturing the sarcastic and immature tone of the social media-related debate presented in the text overlays.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0470.jpg,"This meme features a frame from the reality television show Bigg Boss Tamil, capturing a close-up shot of contestant Julie or a similar participant standing outdoors in the house's garden area near the pool. The individual has a confused and somewhat blank facial expression while holding their hands up in a gesture of helplessness or questioning. Superimposed at the top of the image in yellow Tamil text is the phrase Onnum sollikirathukkilla, which translates to Nothing to say or There is nothing to be said, emphasizing a sense of speechlessness or disbelief regarding a situation.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0405.jpg,"This meme features a still from a classic Tamil comedy film depicting a group of villagers sitting outdoors near a tree, with the central character wearing a red headscarf gesturing intensely toward a shirtless man sitting beside him. The facial expressions capture a moment of mock-seriousness and comedic tension typical of the genre. The text at the top, written in Tamil, translates to ""Hey! Bring that sickle,"" a common humorous phrase used to signify an exaggerated or comical reaction to a situation. The overall composition includes a small logo in the bottom left corner referencing a Tamil comedy meme page, framing the scene as a nostalgic piece of pop-culture humor.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0952.jpg,"This meme juxtaposes two scenes to highlight a comedic contrast in physical effort. The top image features actor Dhanush in a romantic movie scene, effortlessly carrying his costar in his arms while descending a staircase with a calm and stoic expression. In the bottom image, a still from a classic Tamil comedy film shows several men struggling intensely to move a heavy wooden wardrobe, with one character labeled as Dhanush to imply he is the one doing the heavy lifting. The Tamil text caption at the bottom, Kai Kai Kai Kai Kai Kaiii, translates to Hand, Hand, Hand, Hand, Hand, Hand, which is an onomatopoeic exclamation used here to emphasize the physical strain, repetitive grunting, or the sheer awkwardness of the heavy lifting being compared to his previous graceful romantic gesture.",Positive,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0951.jpg,"This meme humorously juxtaposes a high-stakes cricket moment with a satirical news-style reaction. The top panel shows Chris Gayle batting in a match against India, accompanied by the Tamil text asking if there is a chance for a Gayle storm today. The bottom panel features a somber-looking man speaking at a press conference, representing a serious news anchor or official delivering an update. The Tamil caption below him translates to the storm has weakened and returned to the pavilion, playing on the word play of calling Gayle a storm and using a news reporter's tone to describe his quick dismissal from the game.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0440.jpg,"This meme features a widely recognized still image of the popular Tamil comedian Vadivelu, who is shown with a wide-eyed, open-mouthed expression of extreme surprise or disbelief. The actor is wearing a red checkered shirt with a simple neck pendant, and the background is a blurry indoor setting. The text overlay at the top is written in Tamil, reading, ""Naan appadiye shock aayitten,"" which translates to ""I was just completely shocked."" The image is frequently used across social media to humorously depict reactions to unexpected news, surprising revelations, or unbelievable situations.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0509.jpg,"The meme features a two-panel layout using screenshots of actors Vivek and Mayilsamy from a Tamil film, depicting them behind iron bars as if in a prison cell. In the top panel, the character on the left looks confused while asking, ""Why do people say 'no problem' instead of 'you're welcome' when we say thanks?"" The bottom panel shows the character on the right grinning as he gestures, with a text overlay explaining that this shift in language is simply due to the nature of corporate culture. The overall tone is humorous, highlighting the slight annoyance or bewilderment people feel when traditional polite responses are replaced by casual, modern corporate jargon.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Organization
image_tamil_0518.png,"This meme features a photograph of four happy children, two girls and two boys, sitting together in an embrace with joyful and laughing expressions. The image is framed by Tamil text that provides a cynical commentary on the transition from childhood to adulthood. The top text translates to girls look for toys while they are children, while the bottom text concludes, but once they reach puberty, they look for boys to play with their lives. The overall composition uses the contrast between the innocent appearance of the children and the bitter, jaded sentiment of the text to present a dark observational joke.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0961.jpg,"This meme features a two-panel contrast to poke fun at the actor Simbu's physical appearance. The top panel shows a group photo where the actor Simbu is standing somewhat hidden behind others, while the bottom panel features a classic comedic scene of the actor Goundamani as his character TR, who is known for his sharp-tongued humor. The Tamil text translates to: Why are you feeling shy? Come forward. You went to London to lose weight but ended up gaining it instead, and that is why you are feeling so shy. The meme playfully suggests that Simbu is hiding in the group photo because he is embarrassed about having gained weight rather than losing it during his time abroad.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0322.jpg,"This meme features a still from a classic Tamil comedy film scene set in a courtroom, starring the famous actor Vadivelu dressed as a lawyer. In the image, Vadivelu is captured mid-argument, looking back toward his opponent with an intense, animated, and comically frustrated facial expression that highlights the absurdity of the situation. The Tamil text overlaid at the top, ""ஐயம் ஸ்பீக்கிங் நோ கிராஸ் ஸ்பீக்கிங்,"" is a humorous phonetic transliteration of the English phrase ""I am speaking, no cross speaking,"" which mocks his character's attempt to use broken English to assert dominance in a courtroom setting while forbidding others from cross-examining him. The overall tone is playful and self-deprecating, characteristic of the iconic brand of physical and verbal slapstick comedy for which the actor is widely celebrated.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0413.jpg,"This meme features a frame from a Tamil film starring comedian Vadivelu, who appears distressed while holding a plastic container and extending his hand toward someone off-screen. His face conveys a mix of frustration and disbelief, which is heightened by the surrounding men who look on with concerned and bewildered expressions. The Tamil text overlay translates to Are you all even human, a phrase frequently used in Indian internet culture to express disappointment or sarcasm when faced with absurd or frustrating situations involving other people.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
