ids,sentiment,sarcasm,vulgar,abuse,target,label,caption
image_telugu_0208.png,neutral,yes,not vulgar,non-abusive,gender,0,person in a movie
image_telugu_0996.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,person in a funny conversation with person in a funny conversation with person in a funny conversation with person in a funny conversation with person in a funny
image_telugu_0029.png,neutral,yes,not vulgar,non-abusive,none,0,telugu funny dialoguess
image_telugu_0489.png,neutral,yes,not vulgar,non-abusive,none,0,a man is being interviewed by a group of people
image_telugu_0840.png,negative,yes,not vulgar,abusive,individual,1,person and person at the event
image_telugu_0512.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,malayalam dialoguess
image_telugu_0982.png,positive,no,not vulgar,non-abusive,none,0,telugu comedy dialoguess in telugu tv
image_telugu_0108.png,negative,no,not vulgar,non-abusive,social sub-groups,0,person in telugu movie
image_telugu_0651.png,neutral,yes,not vulgar,abusive,individual,1,pawan and pawan in the telugu movie
image_telugu_0582.png,neutral,yes,not vulgar,non-abusive,political,0,a dog with a doctor ' s hat on it ' s head
image_telugu_0709.png,neutral,yes,not vulgar,non-abusive,political,0,a man in a white shirt is talking to a reporter
image_telugu_0505.png,neutral,yes,not vulgar,non-abusive,none,0,a funny picture of a couple with the capt of the same text
image_telugu_0109.png,negative,yes,not vulgar,abusive,social sub-groups,1,telugu dialoguess in telugu movies
image_telugu_0424.png,neutral,yes,vulgar,non-abusive,individual,0,a girl with long hair and a smile on her face
image_telugu_0104.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,person in telugu movie
image_telugu_0654.png,neutral,yes,not vulgar,non-abusive,political,0,pawh reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_0891.png,positive,no,not vulgar,non-abusive,others,0,vijay vijay in telugu movie
image_telugu_0856.png,negative,yes,not vulgar,abusive,individual,1,telugu funny moments in telugu tv
image_telugu_0768.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a piano with the words ' mung mung mung mung mung mung mung mu
image_telugu_0932.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,tamil comedy dialoguess
image_telugu_0075.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny conversation between kartih and karth
image_telugu_0400.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a group of people are smiling and laughing
image_telugu_0326.png,negative,yes,not vulgar,non-abusive,none,0,a man is seen in front of an airplane
image_telugu_0091.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,person in telugu movie
image_telugu_0563.png,negative,no,vulgar,non-abusive,none,0,person in a red dress with a black circle around her neck
image_telugu_0355.png,neutral,yes,not vulgar,non-abusive,individual,0,the dialogues of the actor in the movie
image_telugu_0419.png,negative,no,not vulgar,non-abusive,individual,0,person in a telugu movie
image_telugu_0161.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0332.png,positive,no,not vulgar,non-abusive,individual,0,a couple in love scene with the capt
image_telugu_0676.png,neutral,yes,not vulgar,non-abusive,none,0,a dog with a bunch of flowers in its mouth
image_telugu_0547.png,positive,no,not vulgar,non-abusive,none,0,a cartoon character with a red shirt and yellow shorts
image_telugu_0785.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,an old man is giving a young girl to her
image_telugu_0021.png,neutral,yes,not vulgar,non-abusive,gender,0,the many faces of the bjps
image_telugu_0954.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0417.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,tamil dialoguess with images
image_telugu_0197.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,"a cartoon duck with a pink shirt and a blue shirt, and the capt reads, every morning me"
image_telugu_0611.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a dog is running down the road with a capt
image_telugu_0796.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a woman in a police uniform is talking to a man
image_telugu_0984.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0217.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu romantic dialoguess
image_telugu_0879.png,negative,yes,not vulgar,non-abusive,political,0,telugu dialoguess in telugu movies
image_telugu_0088.png,negative,yes,vulgar,abusive,individual,1,watch kuramemud son with dad
image_telugu_0687.png,neutral,yes,not vulgar,non-abusive,political,0,person and person in the movie
image_telugu_0348.png,neutral,yes,vulgar,abusive,individual,1,a cartoon dog in a blue robe and a blue scarf
image_telugu_0474.png,neutral,yes,not vulgar,non-abusive,individual,0,a man with a beard and a mustache
image_telugu_0659.png,neutral,yes,not vulgar,non-abusive,individual,0,ys leader vijay reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_0631.png,neutral,yes,vulgar,non-abusive,individual,0,a col of the same couple in the same scene
image_telugu_0370.png,neutral,yes,not vulgar,non-abusive,political,0,a screenshot of a man being a woman in a video
image_telugu_0665.png,neutral,yes,not vulgar,non-abusive,individual,0,actor vijay reddy and actor vijay reddy reddy interview
image_telugu_0380.png,negative,no,not vulgar,non-abusive,individual,0,person and person are all smiles in this funny video
image_telugu_0994.png,negative,yes,not vulgar,non-abusive,others,0,telugu dialoguess in telugu telugu movie
image_telugu_0603.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,the dialogues of the indian cricket team
image_telugu_0523.png,neutral,no,vulgar,non-abusive,social sub-groups,0,a col of a girl with a heart in her mouth
image_telugu_0450.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a movie with a quote from the movie
image_telugu_0537.png,positive,no,not vulgar,non-abusive,social sub-groups,0,"a couple in love quotes, love quotes, funny quotes, funny pictures, funny pictures, funny pictures,"
image_telugu_0939.png,neutral,yes,not vulgar,non-abusive,national origin,0,a dog in a store with a woman in the background
image_telugu_0487.png,neutral,no,not vulgar,non-abusive,individual,0,malayalam movie dialogues dialoguess
image_telugu_0804.png,positive,yes,not vulgar,non-abusive,others,0,the dialogues of vijay vijay and vijay
image_telugu_0134.png,neutral,yes,not vulgar,non-abusive,none,0,funny jokes in telugu
image_telugu_0541.png,neutral,yes,not vulgar,non-abusive,individual,0,hindi movie dialogues dialoguess
image_telugu_0875.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,malayalam comedy dialoguess
image_telugu_0573.png,neutral,yes,vulgar,non-abusive,none,0,a woman in a red jacket and a man in a black shirt with a red jacket and a red jacket
image_telugu_0034.png,neutral,yes,vulgar,non-abusive,none,0,a funny scene from the movie
image_telugu_0335.png,neutral,yes,vulgar,non-abusive,gender,0,tamil dialogues dialoguess
image_telugu_0115.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a woman in a sari sari sari sari sari sari sari sari sari sari sari sari sari
image_telugu_0316.png,positive,yes,not vulgar,non-abusive,none,0,a dog is standing next to a dog
image_telugu_0708.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a red hat and a man in a blue shirt sitting at a table with a laptop
image_telugu_0760.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,"a man holding a sign that says, ' i don ' t '"
image_telugu_0430.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man is talking to another man on the screen
image_telugu_0885.png,positive,no,not vulgar,non-abusive,national origin,0,a man is trying to get into a bus
image_telugu_0066.png,neutral,yes,not vulgar,non-abusive,none,0,person and person in the movie
image_telugu_0599.png,neutral,yes,not vulgar,non-abusive,political,0,tdp leader vijay reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_0232.png,neutral,yes,not vulgar,non-abusive,none,0,a man is talking to another man in the street
image_telugu_0678.png,neutral,yes,not vulgar,non-abusive,individual,0,a col of the team and the capt of the capt
image_telugu_0152.png,neutral,yes,not vulgar,non-abusive,none,0,telugu sad girl in bed
image_telugu_0354.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,the bigg show with vijay vijay and vijay
image_telugu_0258.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,the two teams of pakistan and india are talking to each other teams
image_telugu_0431.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,tamil song lyrics in hindi
image_telugu_0637.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a col of a man in a kitchen with a knife
image_telugu_0849.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu comedy scenes in telugu movies
image_telugu_0747.png,negative,yes,not vulgar,non-abusive,political,0,telangana govt chief ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram
image_telugu_0048.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,person and person in the movie
image_telugu_0445.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0447.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu love quotes in telugu telugu quotes
image_telugu_0005.png,neutral,yes,not vulgar,abusive,individual,1,a group of men standing around each other men
image_telugu_0769.png,positive,no,not vulgar,non-abusive,social sub-groups,0,tamil movie
image_telugu_0927.png,positive,no,not vulgar,non-abusive,political,0,telugu dialoguess in telugu movies
image_telugu_0950.png,negative,yes,vulgar,non-abusive,social sub-groups,0,a man with a sign that says vh school
image_telugu_0166.png,neutral,yes,not vulgar,non-abusive,none,0,a baby girl crying with her father
image_telugu_0011.png,negative,yes,not vulgar,non-abusive,individual,0,person in telugu movie
image_telugu_0887.png,positive,no,not vulgar,non-abusive,others,0,pawh reddy speech at the event
image_telugu_0622.png,neutral,yes,not vulgar,non-abusive,none,0,"a cartoon character with a capt that reads, ' i ' m '"
image_telugu_0266.png,positive,yes,not vulgar,non-abusive,political,0,a man in a white shirt is sitting in front of a crowd
image_telugu_0484.png,neutral,yes,not vulgar,non-abusive,none,0,a cartoon character with a heart in his hand
image_telugu_0836.png,positive,no,not vulgar,non-abusive,others,0,a video of the bjp party is being watched by the media
image_telugu_0999.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialoguess in telugu movies
image_telugu_0517.png,neutral,yes,not vulgar,non-abusive,none,0,maha maha maha maha maha maha maha maha maha maha maha maha maha maha maha maha maha maha maha maha maha
image_telugu_0969.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,pawanu telugu movie dialogues dialogues
image_telugu_0711.png,neutral,yes,not vulgar,non-abusive,political,0,a man is talking to a woman in telugu
image_telugu_0195.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a yellow shirt with a blue shirt on
image_telugu_0179.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0215.png,neutral,yes,not vulgar,non-abusive,gender,0,telugu dialoguess in telugu movies
image_telugu_0792.png,positive,no,not vulgar,non-abusive,social sub-groups,0,manuu rajar singh singh singh singh singh singh singh singh singh singh singh singh singh singh singh singh
image_telugu_0458.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man with a guitar and a woman with a guitar
image_telugu_0895.png,positive,no,not vulgar,non-abusive,others,0,pawanu telugu dialogues dialoguess
image_telugu_0165.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu love quotes in telugu telugu quotes
image_telugu_0384.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,person and person in a conversation in telugu movie
image_telugu_0145.png,positive,yes,not vulgar,non-abusive,none,0,telugu funny dog quotes in telugu telugu telugu
image_telugu_0658.png,positive,no,not vulgar,non-abusive,national origin,0,sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri sri
image_telugu_0409.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny picture of a man with a guitar
image_telugu_0666.png,neutral,yes,not vulgar,non-abusive,individual,0,vijay vijay and vijay vijay in telugu movie
image_telugu_0053.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a picture of a man with a mustache and a woman with a mustache
image_telugu_0883.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man is driving a car with a woman in the back
image_telugu_0436.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,"person, person, person, person, person, person, person, person, person, the lord"
image_telugu_0963.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a protest in telangana over the election
image_telugu_0540.png,positive,no,not vulgar,non-abusive,none,0,the love story of person and person in the movie
image_telugu_0698.png,negative,yes,not vulgar,non-abusive,political,0,tamil funny dialoguess
image_telugu_0625.png,neutral,yes,not vulgar,non-abusive,none,0,"a man with a beard and a beard, holding a gun in his hand, and a text that reads"
image_telugu_0330.png,neutral,yes,vulgar,non-abusive,individual,0,a woman with sunglasses and a child in the background
image_telugu_0122.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialoguess in telugu movies
image_telugu_0212.png,neutral,yes,not vulgar,non-abusive,gender,0,telugu dialoguess in telugu movies
image_telugu_0822.png,positive,yes,not vulgar,non-abusive,individual,0,the best moments of the cricket world cup
image_telugu_0093.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu funny jokes on life
image_telugu_0270.png,neutral,no,vulgar,non-abusive,social sub-groups,0,a girl with glasses and a speech in malayalam
image_telugu_0295.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a dialogues of person in the movie
image_telugu_0031.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a bus with a man talking to another
image_telugu_0460.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a yellow shirt is sleeping on a bed
image_telugu_0174.png,positive,yes,vulgar,non-abusive,none,0,"a funny picture of a man with a beard and a beard, with the capt that reads after listening to"
image_telugu_0184.png,negative,yes,not vulgar,abusive,political,1,the dialogues of person in the movie
image_telugu_0801.png,positive,no,not vulgar,non-abusive,social sub-groups,0,shra movie release on 25th december
image_telugu_0012.png,neutral,yes,not vulgar,non-abusive,individual,0,telugu funny jokes for kids
image_telugu_0382.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a col of the actors in the movie
image_telugu_0336.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,sad dialogues of the day
image_telugu_0045.png,neutral,yes,not vulgar,non-abusive,individual,0,a couple is kissing in the same moment
image_telugu_0475.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,hindi movie dialogues dialoguess
image_telugu_0092.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a white shirt is talking to the camera with a black background and a black background with a
image_telugu_0467.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a white coat and orange shirt is talking to another man in a white coat and orange shirt is talking to another man in a
image_telugu_0233.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man talking on a cell phone with a woman in the background
image_telugu_0285.png,neutral,no,vulgar,non-abusive,individual,0,a girl with a surprised look on her face
image_telugu_0167.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialoguess in telugu movies
image_telugu_0959.png,neutral,yes,not vulgar,non-abusive,none,0,a scene from the movie ' kaala '
image_telugu_0903.png,negative,no,not vulgar,non-abusive,others,0,a house fire in hyderabad
image_telugu_0776.png,positive,no,not vulgar,non-abusive,social sub-groups,0,a col of a woman and two men in a car
image_telugu_0136.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu quotes about life in telugu telugu quotes
image_telugu_0105.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,"love quotes in telugu telugu telugu quotes, telugu quotes, telugu quotes, love quotes, love quotes, funny"
image_telugu_0170.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a child with glasses and a teacher ' s name
image_telugu_0674.png,neutral,yes,not vulgar,non-abusive,national origin,0,a funny joke from the actor who he is talking to
image_telugu_0693.png,negative,yes,not vulgar,non-abusive,political,0,a man holding a piece of food in front of a tv screen
image_telugu_0576.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,person and person in the movie
image_telugu_0703.png,neutral,yes,vulgar,abusive,political,1,pawh reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy reddy
image_telugu_0551.png,neutral,yes,not vulgar,non-abusive,none,0,a man sitting in front of a computer screen
image_telugu_0352.png,neutral,yes,not vulgar,non-abusive,individual,0,a man with a flower in his hair and a woman with a flower in her hair
image_telugu_0771.png,neutral,yes,not vulgar,non-abusive,others,0,malayalam comedy dialoguess
image_telugu_0748.png,negative,yes,vulgar,abusive,political,1,anil babu in the news about his upcoming movie
image_telugu_0365.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man with a mustache and mustaches in telugu telugu dialogues
image_telugu_0493.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny picture of a man with a mustache and mustache
image_telugu_0777.png,neutral,yes,not vulgar,non-abusive,others,0,a col of a man and woman on a beach
image_telugu_0300.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,"a cartoon character with a cat on his head and a capt that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"
image_telugu_0919.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a screenshot of a man laughing and talking to another man on the road
image_telugu_0183.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a man with a red face and a black nose
image_telugu_0059.png,neutral,yes,not vulgar,non-abusive,individual,0,aya and anush in the movie
image_telugu_0039.png,negative,yes,not vulgar,non-abusive,none,0,a man with a beard and a beard
image_telugu_0015.png,negative,yes,not vulgar,non-abusive,individual,0,telugu dialoguess in telugu movies
image_telugu_0381.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a woman is talking to a dog
image_telugu_0389.png,neutral,yes,not vulgar,non-abusive,gender,0,a man with a beard and a beard with a mustache
image_telugu_0639.png,neutral,yes,not vulgar,non-abusive,none,0,funny cartoon pictures of the day
image_telugu_0559.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a woman in a yellow sari sari sari sari sari sari sari sari sari sari sari sar
image_telugu_0831.png,positive,no,not vulgar,non-abusive,others,0,telugu movie dialoguess
image_telugu_0905.png,neutral,yes,not vulgar,non-abusive,others,0,tamil dialoguess of actress kausha
image_telugu_0120.png,neutral,yes,not vulgar,non-abusive,none,0,a man with a surprised expression on his face
image_telugu_0290.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,memes memes memes memes memesmes memesmesmesmesmesmesmesmesmes
image_telugu_0702.png,neutral,yes,not vulgar,non-abusive,political,0,anura telugu movie dialogues
image_telugu_0486.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,maha gandhi gandhi quotes
image_telugu_0347.png,positive,yes,vulgar,non-abusive,individual,0,a dog is sitting on a bed with a woman
image_telugu_0699.png,positive,no,not vulgar,non-abusive,individual,0,sachvi rajan and sachvi rajan
image_telugu_0462.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a man with a mustache and mustache in his mouth
image_telugu_0240.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man singing into a microphone with the capt in the middle
image_telugu_0739.png,negative,yes,not vulgar,non-abusive,political,0,a man is talking to a woman in a telugu movie
image_telugu_0681.png,neutral,yes,not vulgar,abusive,national origin,1,a screen shot of the scene in pakistan
image_telugu_0518.png,neutral,yes,vulgar,non-abusive,none,0,maha gandhi gandhi quotes
image_telugu_0610.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny joke from the malayalam movie
image_telugu_0094.png,negative,yes,not vulgar,abusive,political,1,a man talking to a woman in a telugu movie
image_telugu_0247.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,dh dh dh dh dh dh dh dh dh dh dh dh dh dh dh dh dh dh dh dh dh
image_telugu_0076.png,neutral,yes,not vulgar,non-abusive,none,0,a man riding a bike next to a van
image_telugu_0605.png,neutral,yes,not vulgar,non-abusive,none,0,malayalam dialoguess
image_telugu_0886.png,neutral,yes,not vulgar,non-abusive,others,0,a funny video of person
image_telugu_0846.png,neutral,yes,not vulgar,non-abusive,individual,0,telugu actress karthriya in telugu movie
image_telugu_0661.png,neutral,yes,not vulgar,non-abusive,individual,0,a video of the match between the two teams
image_telugu_0656.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man jumping in the air with a woman
image_telugu_0765.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a dialogues of person and person in the movie
image_telugu_0155.png,neutral,yes,not vulgar,non-abusive,individual,0,"telugu funny quotes, telugu quotes, funny jokes, funny jokes, funny jokes, funny jokes, funny jokes"
image_telugu_0640.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,funny telugu jokes
image_telugu_0701.png,neutral,yes,not vulgar,non-abusive,none,0,a bus is a bus that is not moving
image_telugu_0157.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,the funny meme of the day
image_telugu_0230.png,neutral,yes,not vulgar,non-abusive,none,0,telugu dialogues dialoguess in telugu movies
image_telugu_0716.png,positive,no,not vulgar,non-abusive,social sub-groups,0,anil kashy funny face in telugu movie
image_telugu_0286.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a man is making food in a kitchen
image_telugu_0668.png,neutral,yes,not vulgar,non-abusive,political,0,a man with a beard and glasses speaking into a microphone
image_telugu_0725.png,positive,no,not vulgar,non-abusive,social sub-groups,0,the best cricket team in the world
image_telugu_0864.png,negative,yes,vulgar,non-abusive,social sub-groups,0,"a dog in a store with a sign saying, ' i ' m '"
image_telugu_0571.png,negative,yes,vulgar,non-abusive,none,0,malayalam movie dialoguess
image_telugu_0581.png,neutral,yes,not vulgar,non-abusive,individual,0,aniyaa and viveet in a photo
image_telugu_0080.png,negative,yes,not vulgar,non-abusive,individual,0,a man sitting on a bench next to a woman
image_telugu_0168.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,malayalam dialoguess
image_telugu_0079.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a funny scene from the movie
image_telugu_0808.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a man in a brown shirt and a white shirt is talking to another man in a brown shirt
image_telugu_0191.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,two men in pink outfits standing next to each other men
image_telugu_0013.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man talking to a woman in telugu
image_telugu_0040.png,neutral,yes,not vulgar,non-abusive,gender,0,telugu dialoguess in telugu movies
image_telugu_0937.png,negative,yes,not vulgar,non-abusive,gender,0,malayalam movie ' s latest comedy scene
image_telugu_0346.png,negative,yes,vulgar,abusive,individual,1,a man and woman dancing in a yellow dress
image_telugu_0456.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,"person, person, person, person, person, person, person, person, person, the boss, person"
image_telugu_0246.png,neutral,yes,not vulgar,non-abusive,political,0,a dog singing in telugu telugu
image_telugu_0085.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,telugu funny dialoguess
image_telugu_0601.png,neutral,yes,not vulgar,non-abusive,none,0,a man is talking to another man in a room
image_telugu_0579.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man with glasses talking on a cell
image_telugu_0277.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,hindi dialogues dialoguess
image_telugu_0372.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,the greatest movie of all time
image_telugu_0494.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,"a man in a white shirt and a woman in a yellow shirt, both talking to each other men in a room"
image_telugu_0683.png,neutral,yes,not vulgar,non-abusive,individual,0,telugu dialoguess in telugu movies
image_telugu_0014.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,person and person in the movie
image_telugu_0503.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a cartoon drawing of a couple
image_telugu_0832.png,negative,no,not vulgar,non-abusive,others,0,a woman is seen in this image with a man who is holding her
image_telugu_0574.png,neutral,yes,not vulgar,non-abusive,none,0,a dialogues of the movie
image_telugu_0689.png,negative,yes,not vulgar,non-abusive,political,0,telangana govt govt govt govt govt govt govt govt govt govt govt govt govt govt govt govt govt govt govt govt
image_telugu_0498.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0160.png,neutral,yes,not vulgar,non-abusive,none,0,funny cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon cartoon
image_telugu_0901.png,positive,no,not vulgar,non-abusive,others,0,telugu dialoguess in telugu movies
image_telugu_0872.png,neutral,yes,not vulgar,non-abusive,political,0,president trump and his wife in the oval room
image_telugu_0196.png,neutral,no,not vulgar,non-abusive,political,0,a col of the two men who are in the same picture
image_telugu_0086.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a funny dialogues of person in the movie
image_telugu_0490.png,neutral,yes,not vulgar,non-abusive,individual,0,a boy smiling and holding a cell
image_telugu_0269.png,negative,no,not vulgar,non-abusive,social sub-groups,0,vijay vijay and vijay vijay in telugu movie
image_telugu_0902.png,negative,yes,vulgar,non-abusive,others,0,person and person in the movie
image_telugu_0893.png,negative,yes,not vulgar,non-abusive,gender,0,telugu telugu movie dialoguess
image_telugu_0249.png,neutral,yes,vulgar,non-abusive,individual,0,"a couple in love quotes, love quotes, hindi quotes, hindi quotes, hindi quotes, hindi quotes,"
image_telugu_0805.png,positive,yes,not vulgar,non-abusive,others,0,a col of the actors in the movie
image_telugu_0036.png,neutral,yes,not vulgar,non-abusive,none,0,a man is sleeping in bed with his head on the pillow
image_telugu_0738.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man is sitting in front of a window with a newspaper
image_telugu_0816.png,positive,yes,not vulgar,non-abusive,others,0,a col of the dialoguess of the movie
image_telugu_0626.png,neutral,yes,not vulgar,non-abusive,none,0,a col col with a picture of a dog and a man
image_telugu_0506.png,neutral,yes,not vulgar,non-abusive,none,0,"a man talking on a cell phone with the capt that says, ' yeki ed kalanta?"
image_telugu_0971.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0304.png,negative,yes,vulgar,abusive,social sub-groups,1,a cat is sitting on the back of a truck
image_telugu_0361.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,malayalam funny song
image_telugu_0960.png,negative,yes,not vulgar,non-abusive,social sub-groups,0,a man with a very expression on his face
image_telugu_0074.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a man in a white shirt and a woman in a red shirt are talking to each other people
image_telugu_0766.png,positive,yes,not vulgar,non-abusive,social sub-groups,0,a group of people dancing in a nightclub
image_telugu_0376.png,neutral,no,not vulgar,non-abusive,individual,0,a girl in a blue dress and a man in a white shirt
image_telugu_0001.png,neutral,yes,vulgar,non-abusive,social sub-groups,0,a cartoon character in a room with a bed and a woman sitting on the couch
image_telugu_0673.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,telugu dialoguess in telugu movies
image_telugu_0888.png,positive,yes,not vulgar,non-abusive,others,0,tamil dialogues of the movie
image_telugu_0723.png,negative,yes,not vulgar,non-abusive,political,0,a man talking to a woman in a public meeting
image_telugu_0310.png,negative,no,vulgar,non-abusive,social sub-groups,0,person and person in the movie
image_telugu_0720.png,neutral,yes,not vulgar,non-abusive,others,0,telugu dialoguess in telugu movies
image_telugu_0032.png,neutral,yes,not vulgar,non-abusive,gender,0,telugu dialogues of the actor
image_telugu_0229.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a group of people in a room with a quote
image_telugu_0898.png,positive,no,not vulgar,non-abusive,others,0,malayalam dialoguess
image_telugu_0309.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,tamil comedy scene with telugu actress and actor
image_telugu_0718.png,negative,yes,not vulgar,non-abusive,political,0,person in a movie
image_telugu_0773.png,positive,no,not vulgar,non-abusive,social sub-groups,0,a man holding a sign with a picture of him
image_telugu_0908.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0,a scene from the movie ' s first look
