ids,ocr_text
image_tamil_0239.jpg,எங்க இருந்துடா வரீங்க நீங்கல்லாம்.   C
image_tamil_0240.jpg,அப்ப வரட்டுமாப்பா.. அடுத்த பஞ்சாயுத்துல மீட் பண்ணுவோம் ROFLPHOTOS.COM
image_tamil_0241.jpg,ஓடக்கான் மாதிரி மூஞ்சியவெச்சிக்கிட்டு பேகுற பேச்சை பாரு ROFLPHOTOS.COM
image_tamil_0242.jpg,Cபசம் urறீயா இல்ல வாயீலய வெட்டவா?? 
image_tamil_0243.jpg,என்னம்மா இப்ட் பண்றமீபிக C
image_tamil_0244.jpg,கபாலி டசர காலான்னு பேர் மாத்தி போட்டுட்டாோங்களேோ ?
image_tamil_0245.jpg,ஹன் சிகோ போட்டோவை ட.பியாக வுத்திருக்கும் ஆயா இதானாம்..
image_tamil_0246.jpg,போய்பொழப்ப பாருங்கய்யா . . ROFLPHOTOS.COM
image_tamil_0247.jpg,நேர்ல பத்த பழகுற பொண்ணூங்களுயே நம்பமுடியல. இவங்கலாம்எப்படி தான் Facebook லa் பணறாங்கCளா..
image_tamil_0248.jpg,அண்ண அவரசப்படாதீங்க.. எதுவா இருந்தாலும் பேசிதீத்துக்குவோம்..
image_tamil_0249.jpg,உனக்கெல்லாம்மனசாட்சியே இல்லையா.?? roflphotos.com
image_tamil_0250.jpg,சால்லவயல்ல. roflphotos.com
image_tamil_0251.jpg,நான் கோவமா இருக்கேன்! யாரும்ன்கிட்டு பேசாதிங்க்…
image_tamil_0252.jpg,roflphotos.com
image_tamil_0253.jpg,ஏரளவுக்சு தான் பொறுமை காப்ே. 160 roflphotos.come
image_tamil_0254.jpg,எ கொடுமைடா இது.… … . என்ன
image_tamil_0255.jpg,எங்கள் சமாளிக்கவே முடியலல்ல.. ROFLPHOTOS.COM
image_tamil_0256.jpg,ரம்ஜானுக்கு பிரியாண்கேப்பாங்களே !! ! C
image_tamil_0257.jpg,"சம்பளம்எங்கம்மா தர்றாங்க!லீவுபோடாம் வேலைக்கு மட்டும் கரெக்ட்டர வரச்சொல்றாங்க…,"
image_tamil_0258.jpg,என்கிட்டயும்சொன்னானுவள.. roflphotos.com
image_tamil_0259.jpg,எங்க்ூட்ல வீஜய் டிவ் வரரதடா் என்ன வீட்டுருங்கடர.  ROFLPHOTOS.COM
image_tamil_0260.jpg,ஸ்ஸ்ஸ்ஸப்பா முடியல்.. −− ROFLPHOTOS.COM
image_tamil_0261.jpg,இன்னும் எனன செய்ய காத்திரு க்காங்களூா. roflphotos.com
image_tamil_0262.jpg,சாரி தோழி
image_tamil_0263.jpg,ஐ டோன்ட்லைக்! ப்ளடிபூல்ஸ்! நான்சன்ஸ் ROFLPHOTOS.COM
image_tamil_0264.jpg,சார் கொழுப்பை பாத்தீங்களா..??
image_tamil_0265.jpg,roflphotos.come
image_tamil_0266.jpg,
image_tamil_0267.jpg,இதெல்லாம் ஒரு ஜாக்கா.. ?? அப்படிய ஓடி போயபிமு ROFLPHOTOS.COM
image_tamil_0268.jpg,ஸ்ஸ்ஸப்பா ... தாங்க முடியல்… roflphotos.com
image_tamil_0269.jpg,பாவம் அவரே கன்பீஸ் ஆகிட்டாரு
image_tamil_0270.jpg,"பேன்,மக்ச் மேலகய Gபச்ச் மாதா டெட்பாடிநீதன் டா.. roflphotos.com C"
image_tamil_0271.jpg,"உனக்கு மட்டும் என்ன தனியா வெத்தலை, பாக்கு வெச்சா சொல்லுவொங்க..?? போய் பொழப்ப பாரு. rofiphotos.com"
image_tamil_0272.jpg,எனக்கு அப்பவேதெரியும் இப்படியெல்லாம் நடக்கும்ன்னு.. ROFLPHOTOS.COM
image_tamil_0273.jpg,புடிங்க சார் அவனை.. புடிச்சி ஜெயில்லபோடுங்க சார் ROFLPHOTOS.COM
image_tamil_0274.jpg,ஓன்னுமேபுரியலையே BwL்
image_tamil_0275.jpg,ஓருவேளை இவரு செல்.ஃபி பைத்தியமா இருப்பாரோ??
image_tamil_0276.jpg,அதெப்படி மாப்பு கீழ விழுந்தும் மீசைல் மண்ணுஒட்டாத மாதிரியேபேகுற ROFLPHOTOS.COM
image_tamil_0277.jpg,எதா சம்பவம் நடந்திருக்கு. ROFLPHOTOS.COM
image_tamil_0278.jpg,ஹேப்பி . .பேக்  ஐடிகள் தின் வாழ்த்துக்கள்! ROFLPHOTOS.COM
image_tamil_0279.jpg,அந்த பயம் இருக்கட்ரும்.. ROFLPHOTOS.COM
image_tamil_0280.jpg,நாங்க Recharge பண்ணகாசையாவது கொடுடா. வேற Netயor் மாத்திக்கிறோம். AIRCEL CUSTOMERS
image_tamil_0281.jpg,சோறு தானே திங்குற…. roflphotos.com
image_tamil_0282.jpg,நான் இன்னைக்கு நல்ல மூடுல் இருக்குறதால் தப்பிச்ச.. .போட போட 5 NINNN  roflphotos.com
image_tamil_0283.jpg,இப்ப புரியுதாடா ?
image_tamil_0284.jpg, ROFLPHOTOS.COM
image_tamil_0285.jpg,ROFLPHOTOS.COM
image_tamil_0286.jpg,ஏறி மிதிச்சென்னு வை!  ஏரியா வாங்குரதில்லை! மூச்சை விட வாங்க முடியாது.…. ROFLPHOTOS.COM
image_tamil_0287.jpg,ஒருவெவை லவ் ஃபேப்லிபயரா இுக்குமோ… C ROFLPHOTOS.COM
image_tamil_0288.jpg,இப்பவே கண்ணு கட்டுதே. .
image_tamil_0289.jpg,கர்ர்ர்ர்.. கர்ர்ர்ர்ர். ..
image_tamil_0290.jpg,இப்பaே கண்ணை கட்டுேத 5b
image_tamil_0291.jpg,நாட்ருக்கு இப்பா இது ராம்ப முக்கியம். .. roflphotos.com
image_tamil_0292.jpg,இப்போ நீ என்ன தான் சொல்லவர்றி hn
image_tamil_0293.jpg,செம்ம  காண்டுலேஇருக்கேன்.…
image_tamil_0294.jpg,அப்புறம் சகல! சவுத்கியமா???  ROFLPHOTOS.COM
image_tamil_0295.jpg,உங்க ஜட்ஜ்மெண்ட் ரொம்ப தப்பு…  roflphotos.com
image_tamil_0296.jpg,உன மனச் என்ன கல்லா??? 2 ROFLPHOTOS.COM
image_tamil_0297.jpg,இனிமே இப்படிபோஸ்ட் போடுவியா… roflphotos.com
image_tamil_0298.jpg,"TAG THAT FRIEND roflphotos.com எருமமாடு மாதிரி வளர்ந்திருப்பான் ஆனா, இன்னும் பலூன் கூட ஒழுங்கா ஊத தெரியாது.."
image_tamil_0299.jpg,இருப்பா ஒரு பொசிஷன்ல நின்னுக்குறேன். roflphotos.com
image_tamil_0300.jpg,சம்பளம் வர் இன்னும் ஒரு வாரமாகுமே. அதுக்குள்ளே ஏன் கை அரிக்குது??? A ROFLPHOTOS.COM
image_tamil_0301.jpg,rofiphotos.com
image_tamil_0302.jpg,வெளங்கிடும்.. ROFLPHOTOS.COM
image_tamil_0303.jpg,"அருத்த ஜென்மத்துலயாவது, மஉ இயாறஙந்கபர.."
image_tamil_0304.jpg,
image_tamil_0305.jpg,rofiphotos.com roflphotos.com
image_tamil_0306.jpg,இதையல்லாம் பாக்க கூடாதுன்னு தான்யா சிவோஜி சீக்கிரமாவே போய் சேர்ந்துட்டரு. T ROELPHOTOS.COM
image_tamil_0307.jpg,செய்து சரம் தயவு என் சம்பளத்துல் மட்டும் க் வெச்சிீடாதிங்க !!! ROFLPHOTOS.COM
image_tamil_0308.jpg,உவரு கண்ணதாசன் பேரன் கருத்து சொல்லைவபெந்குட் டரர C
image_tamil_0309.jpg,இன்பாகஷ் வராதிங்க.. நான் அப்படிப்பட்ட்வ் இல்ல !
image_tamil_0310.jpg,பொழுதனைக்கும்எதையாவது பஞ்சாயத்தா இழுத்துக்கிட்டு இருக்குறது..
image_tamil_0311.jpg,அசிங்கப் படுத்திட்டாங்களே அண்ண! D]
image_tamil_0312.jpg,இது கொஞ்சம்  ஓவெரா இருக்கே.. ROFLPHOTOS.COM
image_tamil_0313.jpg,2017 இப்படித்தான் போய்க்கிட்ுஇருக்கு ஜனவரி ஜல்லிக்கட்டு பிரச்சனை roflphotos.com ஆஹா் இந்த வருசம் ராம்ப சிறப்பா வெச்சி செஞ்சிடிச்சே.. பிரச்சனை டிசம்பர் மீனவர் பிரச்சனை மீத்தேன் கதிராமங்கலம் பிரச்சனை பிரச்சனை
image_tamil_0314.jpg,ஆண்யே பருங்க வேணம்..
image_tamil_0315.jpg,இதையெல்லாம்பொறந்த அன்னைக்கேகள்ளிப்பால்ஊத்தி கொன்றிருந்தா இப்படிபண்ணுமா.. roflphotos.com
image_tamil_0316.jpg,
image_tamil_0317.jpg,தங்கள் அடுத்த தலைமுறைக்காக போராடும் தன் சொந்தநாட்டு மக்களையேசுட்டுக்கொல்லும் ஆடச தான் மக்களாட்சியா…?? ROFLPHOTOS.COM
image_tamil_0318.jpg,நைட் முழுக்க .:போனுக்கு சார்ஜ் போட்டும் 1% கூடி ஏறலையேன்னு பார்த்தர சுவிட்ச் போடாம விட்ருக்கேனே… CC Roflphotos.com
image_tamil_0319.jpg,"கடவுள், பகவான்னு சொல்லிட்டு இப்படி அரந்த சிலையவே திருடுறீங்களே வெேக்கமர இல்ல.. ROFLPHOTOS.COM"
image_tamil_0320.jpg,இதெல்லாம் எங்கபோயி முடியப்போகுத. ROFLPHOTOS.COM
image_tamil_0321.jpg,பைத்தீயம் புடிச்சீ்டும் பேோல்ீருக்கே..
image_tamil_0322.jpg,ஐயம் ஸ்பீக்கிங் நோ  கிராஸ் ஸ்பீக்கிங்!!
image_tamil_0323.jpg,While Seeing 2k Kids ommitted and Getting Married ROFLPHOTOS.COM 90's kids
image_tamil_0324.jpg,உன்போஸ்ட்க்கு நான் போடுறேன்..என் போஸ்ட்க்கு நீயும் போடு. சரியா.  roflphotos.com
image_tamil_0325.jpg,வெர்  வெர் நைெஸ்ே!!! A ROFLPHOTOS.COM
image_tamil_0326.jpg,உன்னைஇப்படியெல்லாம்பேசச்சொல்லி யாரு சொல்லிக்கொடுக்குறா..?? ROFLPHOTOS.COM
image_tamil_0327.jpg,பிராந்தி…. 2 E6 ROFLPHOTOS.COM
image_tamil_0328.jpg,இதெல்லாம் வேற லெவெல்… AC OFLPHOTOS.COM
image_tamil_0329.jpg,தேங்க் ub hb!
image_tamil_0330.jpg,இது நல்லா இருக்கே.. ஹிுஹி ROFLPHOTOS.COM
image_tamil_0331.jpg,ஆமா இவரு பெரிய கப்பல் வியாபாரி போட…. ROFLPHOTOS.COM
image_tamil_0332.jpg, ROFLPHOTOS.COM
image_tamil_0333.jpg,D சர வொங்குசுறசுக்சுன்ன இருக்கானுங்கை roflphotos.com
image_tamil_0334.jpg,ROFLPHOTOSOCOM
image_tamil_0335.jpg,கிீஸ் டப்பாவை எப்பிடி ஓதைச்சே. . . roflphotos.com
image_tamil_0336.jpg,போடா என் வென்று
image_tamil_0337.jpg,பார்த்து பல நட்கள் ஆய்ருச்ச்.. நல்லா இருக்க்யா தேழீ் ?
image_tamil_0338.jpg,நமக்குரக்சாபந்தனுக்குகயிறு கட்டக்கூட ஓருபாண்ணு  இல்லையே.
image_tamil_0339.jpg,அன்னைக்கேசோன்னேன் எவனாவுது கேட்டிங்களா.. ROFLPHOTOS.COM
image_tamil_0340.jpg,நாம வயே திறக்கக்கூடோது… L ROFLPHOTOS.COM
image_tamil_0341.jpg,வாய் பிளக்க வைத்த பதிவு. . roflphotos.com
image_tamil_0342.jpg,நம்மளையே ஓவர்டேக் பண்ண்குவார் Cபuால்... C
image_tamil_0343.jpg,roflphotos.com நீ பற்ற வுத்தநெருப்பு ஒன்று பற்றி எரிய உன்னைக் கேட்கும். நீவிதைத்தவினையைல்லாம் உன்னை அறுக்க காத்திருக்கும்
image_tamil_0344.jpg,இனமே இப்படி போஸ்ட் Cபேோடவியா..88 roflphotos.com
image_tamil_0345.jpg,மனகல காதல் மன்னன்ன நனப்ு… 26
image_tamil_0346.jpg,"டேய்.. வர வர உங்க Wordஎல்லாம் ரொம்பBad ah இருக்குடா., roflphotos.com"
image_tamil_0347.jpg,அவனவன் நிலால் மனிதர்கள் தங்க முடியுமான்னு ஆராய்ச்சி பண்ணிக்கிட்டு இருக்காங்க.. roflphotos.com இவனுங்கஎன்னடான்னா நிலால  சாய்பாபா முகம் தெரியுதுன்னு கும்பிட்டுக்கிட்டு இருக்கானுங்க. .
image_tamil_0348.jpg,6160எ0 2 கCமை் ஆஅமுைதயா இழுக்சு கலை வட்ட
image_tamil_0349.jpg,இவென்தொல்லை தாங்க முடியலடா சாமி.. roflphotos.com
image_tamil_0350.jpg,நாம வொய தாறந்தர வெம்பு வருமே.. roflphotos.com
image_tamil_0351.jpg,உனக்கு Like உம்கீடையாது ஓன்றும் கீடையாது உதைப்பதற்குள் ஓடி வீடு….
image_tamil_0352.jpg,அடாடடடா! இவ்வளவு நாளா எங்கடா இருந்தீங்க…. CC
image_tamil_0353.jpg,இந்த அப்ரெளச் எனக்கு ரொம்ப புடிச்சிருக்கு ஹி ஹி. ROFLPHOTOS.COM
image_tamil_0354.jpg,யப்பா மகராசா Corey Anderson நீ நல்லா இருக்கணும்ய்யா. *Kohli CSK* Corey Anderson ROFLPHOTOS.COM
image_tamil_0355.jpg,ஆமா இப்ப இங்க என்ன நடந்துச்சி.
image_tamil_0356.jpg,அடங்கப்போ எல்வவு கூட்டம்.. உன்னக்சு லைக்ஸ்எகிறிரம்.. ROFLPHOTOS.COM
image_tamil_0357.jpg,ஏன்யா இன்னக்குன்னு இப்uடி உயீ்ரை வாங்குற.. . roflphotos.com
image_tamil_0358.jpg,LIKE வாங்குறதுக்கு நான்என்னன்ன அவுதாரம் எடுக்க வேண்டியதா இருக்கு… roflphotos.com முடியலட சாமி..
image_tamil_0359.jpg,உன்னையல்லாம்இரக்கப்பட்டு விட்டுக்கிட்டுஇருக்கேன்ட rofl GANDHI'S காந்தீ 6
image_tamil_0360.jpg,பில்டப் பண்றோமோ பீலோ விடுறோமோ நாம சொல்றதைூநாலு பேர் நம்புனா சரி.. ROFLPHOTOS.COM
image_tamil_0361.jpg,நமக்கெதுக்கு இந்தவெட்டி பந்தா.. ROFLPHOTOS.COM
image_tamil_0362.jpg,
image_tamil_0363.jpg,போர். ஆமாம் போர்.. ROFLPHOTOS.COM
image_tamil_0364.jpg,அந்து பானயை கொு .. இன்னக்கசு இவைன் மண்டய போவரைந்துடுறேன்.. மகா உற்சவத்தை முன்னிட் rofiphotos.com பக்தி பற
image_tamil_0365.jpg,போஸ்ட் போடுவியா? இல்லைங்க! யாருக்காச்சும் லைக்  கமென்ட்? இல்லைங்க! A பொண்ணுங்கஇன்பாக்ஸ் பக்கம்? அந்த வாடையே ஆகாதுங்க! பின்ன என்ன மயித்துக்கு நீ பேஸ்புகல் இருக்கணும்???
image_tamil_0366.jpg,குருநாதா…!! C
image_tamil_0367.jpg,என்ன கருமாந்திர ஆப்டர் இத் 2 5D1
image_tamil_0368.jpg,மோசம் போய்ட்டோம்யா மோசம் போய்ட்டோம் ROFLPHOTOS.COM
image_tamil_0369.jpg,எங்க இங்கிருந்த 2017 யே காணோம்…. roflphotos.com
image_tamil_0370.jpg,ஒரு நொளக்கு எத்துன செல்ஃபடா எருத்து டபட் பண்ணுவ?? roflphotos.com #Me #MyPhone
image_tamil_0371.jpg,எதா கஜோ புயல் வருதுன்னுசொல்றாங்க.  ம்ம்ம்.. நம்ம ஊருக்கு என்னைக்கு புயல் C வந்திருக்கு. நாம் தூங்குவேம் roflphotos.com
image_tamil_0372.jpg,என்ன கேப்பு.! ஒஹோ இந்த கேப்பு தான் எனக்கு வெக்கப்போற ஆப்பா..?? roflphotos.com
image_tamil_0373.jpg,TAG A FRIEND WITH GREAT SMILE roflphotos.com
image_tamil_0374.jpg,இவன் பாடிய துதியை கவனித்தீரா..?? ROFLPHOTOS.COM
image_tamil_0375.jpg,ஏன்டா எந்த DP வெச்சாலும் HaHa போட்ரு கருப்பேத்துறிங்க roflphotos.com
image_tamil_0376.jpg,அதுக்கு என்னா இப்ப. .
image_tamil_0377.jpg,2 .ங1க அற்வை நச்சா் எணக்கு அனந்தக்கண்ண்ராவரு்து. .
image_tamil_0378.jpg,இப்ப மட்ரும் கத்துுதா அந்து பல்ைச்..!! amL
image_tamil_0379.jpg,ஓ இதான் விஷடயமா
image_tamil_0380.jpg,ஐயா பயந்து வருதுங்க i்ேரr
image_tamil_0381.jpg,என்னயே சிந்திக்க வெச்சீட்டர்னே.  ROFLPHOTOS.COM
image_tamil_0382.jpg,என்னைய tagபண்ணிீட்டுநீங்களே பேசிக்கிட்டுஇருக்கீங்களேடா..
image_tamil_0383.jpg,இந்த பொழப்புக்கு நாண்டுகிட்டு சாகலாம்
image_tamil_0384.jpg,எல்டு எஃ...
image_tamil_0385.jpg,ப்போ பெருசு. . இதெல்லொம் நான் வசந்த மாளிகலையை பார்த்துட்டேன்..
image_tamil_0386.jpg,நாம இன்னும் கிளம்பவே இல்லை அதுக்குள்ளெே ரெேட்அலெர்டடா??? புயல CC ROFLPHOTOS.COM
image_tamil_0387.jpg,1000 ரூவோவாங்கினதுக்கேஇந்த சீன் போடுறோங்களே… இன்னும் மோடியோட 15 லட்சம் வாங்கிட்டாங்கன்னா இவெங்கள கலை புடிக்க முடியாது போலேயே… AC ROFLPHOTOS.COM
image_tamil_0388.jpg,எப்ப பாழு தமாசு். ROFLPHOTOS.COM
image_tamil_0389.jpg,ஐேuாWantedah வந்து நானே சிக்கிட்டனே.. roflphotos.com
image_tamil_0390.jpg,ஆதன்ன? உப்புமான்னர்உங்களுக்கு அல்வளவுஇளக்காரமர் போச்சா…. . . C
image_tamil_0391.jpg,தம்பி.. ஒரு மனிசன்  போய் பேசலாம் ஆனா ஏக்கர்கணக்குலயல்லாம் பேசக்கடோது.. roflphotos.com
image_tamil_0392.jpg,ாராபச] Cக்வ் ேகட்டா நாம் சாங்கற மாகர் 54் னம்
image_tamil_0393.jpg,என்ன இது வினோதமான் உயிரினமா இருக்கே.. ROFLPHOTOS.COM
image_tamil_0394.jpg,ங்ககுுக்கு O என்னசான் பரச்சின.
image_tamil_0395.jpg,உனக்கெல்லாம் என்னடா மரியாதை.. போடோ செொன்னப்பயலே.. roflphotos.com
image_tamil_0396.jpg,அடேங்கப்பா. C ROFLPHOTOS.COM
image_tamil_0397.jpg,இதேவேலையா தான் அலையிறானா.?? ROFLPHOTOS.COM
image_tamil_0398.jpg,உன்னய நெனக்கும்போது என் நென்செல்லாம் அடைக்குது.. ROFLPHOTOS.COM
image_tamil_0399.jpg,என்றைக்கு என் சீனத்தீற்கு சீன்னப்ன்னம் ஆவீர்கள் என்று தெர்யவ்ல்லை.ை L
image_tamil_0400.jpg,ஜாங்கு ஜக்கு ஜஜக்கு ஜக்கு… ஜூங்கு ஜக்கு ஜா!
image_tamil_0401.jpg,என்ன ஒரு வில்லத்தனம்.. roflphotos.com
image_tamil_0402.jpg,நீ ஒரமா நின்னு .ஃபைட்டை வேடிக்கப்பாருடா… 26 ROFLPHOTOS.COM
image_tamil_0403.jpg,டேய்எனக்குமர்டர் பண்றதெல்லாம் பவுடர்அடிக்கற மாதிரி.
image_tamil_0404.jpg,ஆமா இவெரு பெரிய ஜில்லா கலெக்டரு.. எங்கை சொல்லை வுந்துட்டாரு… roflphotos.com
image_tamil_0405.jpg,டேய்! அந்த அருவாள எரு!
image_tamil_0406.jpg,என்னந்கடர்! கருப்ல ஆடடம் ஜாஸ்தியா இுக்க??? CC ROFLPHOTOS.COM
image_tamil_0407.jpg,roflphotos.com
image_tamil_0408.jpg,roflphotos.come roflphotos.com
image_tamil_0409.jpg,பதிவு அழுத்தமான்
image_tamil_0410.jpg,அய்யய்யா ROFLPHOTOS.COM
image_tamil_0411.jpg,நம்மளை இல்லை! வேறை யாரையோ சொல்றாங்க… C ROFLPHOTOS.COM
image_tamil_0412.jpg,இவனுங்கஎன்ன இங்கயே படடரைய போட்டுட்டனுங்க.. ROFLPHOTOS.COM
image_tamil_0413.jpg,மன்ிசனாட் நீங்கல்லாம்.
image_tamil_0414.jpg,uriT யாரோ நண்பன் என்று ஏமாந்த நெஞ்சம் உண்டு. .
image_tamil_0415.jpg,இன்பாக்கக்கு விர்றது பரவும் ஆம்பவைங்கவாவே இருக்குது… சகை… C ROFLPHOTOS.COM
image_tamil_0416.jpg,இனிமேஇப்படிபோஸ்ட் Cuோட்ட. கொண்டை இருக்கும் மண்டை இருக்காது roflphotos.com
image_tamil_0417.jpg,WHILE LONG JOURNEY BY BUS C *POWERBANK ME USER 20% INTEX
image_tamil_0418.jpg,உன் பணத்துக்கும் என் பணத்துக்கும் Cஜோடி போட்டுக்குவோமாஜேடி.. roflphotos.com
image_tamil_0419.jpg,யாருடி இந்த ஹீரோ??? 5 C6
image_tamil_0420.jpg,அட்ட்டT்… பிண்றிே IIT
image_tamil_0421.jpg,roflphotos.com
image_tamil_0422.jpg,ROFLPHOTOS.COM
image_tamil_0423.jpg,அடப்பாவிங்களா.. நான்என்னடா பாவம் பண்ணன் உங்களுக்கு roflphotos.com
image_tamil_0424.jpg,பொய் சொல்றீங்க. . IU  ROFLPHOTOS.COM
image_tamil_0425.jpg,ROFLPHOTOS.COM
image_tamil_0426.jpg,என்னடாமைண்ட் இது.. மானங்கெடட மைண்ட்…. ROFLPHOTOS.COM
image_tamil_0427.jpg,சணடமுூன்னபன்ன இருந்தாலும் சவுண்டுஜாஸ்தியா இருக்கும்டா..
image_tamil_0428.jpg,ரோட்டுலே சண்டைக்கி போறப்போ தான் பிகருங்கி கிராஸ் பண்ணி நம்மள திசை திருப்பும்…. LC
image_tamil_0429.jpg,ஒகேய் ஒகேய் கூல் டவுன்.. ROFLPHOTOS.COM
image_tamil_0430.jpg,பார்த்து பல நாட்கள் ஆயீருச்ச். நல்லா இருக்கீயாக்கா ?
image_tamil_0431.jpg,மறுபடியும் வெள்ளம் வந்தா நிவொரணப்பொருட்கள் தரப்பு மோடிஸ்டிக்கர் ஒட்டுவாங்களா? இல்ல எடப்பாடிஸ்டிக்கர் ஒட்டுவாங்களர? ஓரே குழப்பமர இருக்க்… roflphotos.com
image_tamil_0432.jpg,அதையெல்லாம்வெளிய நடமாட விட்டா பூமி தாங்காதேன்னு உள்ள ஒரு ஓரமா படுக்க போட்டிருக்கோம்.. roflphotos.com
image_tamil_0433.jpg,என்னவா இருக்கும். . ?? roflphotos.com
image_tamil_0434.jpg,இந்தா கெளம்பிட்டேரம்லை…
image_tamil_0435.jpg,லைசன்ஸ் ஜெராக்ஸ் இங்க இருக்கு… ஒரிஜினல் எங்கே??? roflphotos.com அதர தாஃீக் இது
image_tamil_0436.jpg,காலம் பன காலத்தல் இந்த வீளம்பரம் உ .னக்கு தேவையா? 
image_tamil_0437.jpg,செ்யுறதையும் செஞ்சிட்டு முழ்க்கிறத்தை பாரு..
image_tamil_0438.jpg,டேப்! ஃ.பேஸ்புக் மீட்டிங்க்கு உவங்கள ஏண்டா கூட்டிகீட்டு வந்தீங்க BLT
image_tamil_0439.jpg,நாங்க் ராம்ப கேபலமாை a OUTLOC MONE
image_tamil_0440.jpg,நான் அப்படியே ஷோக் ஆயிட்டேன்.. roflphotos.com
image_tamil_0441.jpg,நம்பிக்கொடுத்த பணம். D61 o61 உ61961
image_tamil_0442.jpg,இப்ப என்னதான்யா சொல்லவர..
image_tamil_0443.jpg,ஏன்யா இந்த கொலைவெறி.. ROFLPHOTOS.COM
image_tamil_0444.jpg,என்னது! பி.ஜெ.பி க்குகெட்டவுட்டா!!! அப்போ! காங்கிரகுக்கு கட்டவுட்டா!!! 
image_tamil_0445.jpg,தம்பி.. நீ அடிக்கடி நம்ம ரூட்லயே கிராஸ் பண்ற இது நல்லதுக்கு இல்ல.. roflphotos.com
image_tamil_0446.jpg,அதுக்கு இப்போ என்னாங்குற….?? ROFLPHOTOS.COM
image_tamil_0447.jpg,அந்த பயம் இருக்கடடும்… 
image_tamil_0448.jpg,இதுவரைக்கும் பண்ண அக்கப்போரு புத்தூதுன்னு இப்பஇது வேறய்யா.. ROFLPHOTOS.COM
image_tamil_0449.jpg,வெட்டியா இருக்கிறதுல நான் தான் PH.D பொங்கியிருக்கேன்.… எனக்கே போட்டியா.… . ? roflphotos.com
image_tamil_0450.jpg,ஸ்டேட்டஸ் போட்லோம்னா ஆன்லன்லை ஓருத்தர்கூடே காணோமே! ச அுவ்வ்வ்வ் n0 MAGIC SII D
image_tamil_0451.jpg,இதுல ஏேத் தீல்லாலங்கடி வேலை இருக்கும் பல தேணுதே. . !!
image_tamil_0452.jpg,இன்பாக்ஸ்க்கு வந்த. . A
image_tamil_0453.jpg,என்னடா நடக்குது இங்க. . ?? 
image_tamil_0454.jpg,இவங்களோட Gபெரிய ரோதனையா் போச்ச roflphotos.com
image_tamil_0455.jpg,26 எம்ணட ாய்ள் எனக்கசு கேக்கசுது.. roflphotos.com
image_tamil_0456.jpg,roflphotos.com rofiphotos.come
image_tamil_0457.jpg,மண்டைக்கு மேல் கொண்டை இருந்தால் மட்டும் போதாது. . மதி வேண்டும் மதி.. ROFLPHOTOS.COM
image_tamil_0458.jpg,நிம்மதியா வாழ தான்விட மாட்டிங்கிறீங்கன்னு பாத்தா ஒரு ஸ்டேட்டஸ் கூட்வக்க வி VA மாட்டிங்கிறிங்க்வளே roflphotos .com
image_tamil_0459.jpg,ஆூா.. ஒரு முடேபோட தன்யா இருக்காங்க. roflphotos.com
image_tamil_0460.jpg,மச்சா சாய்ச்சிபுடடா மச்சா. roflphotos.com
image_tamil_0461.jpg,கொஞ்சம்  ஓவேரா தான் போறோமோ.?? போவோம் என்னர பண்ணிடுவோங்க.. ROFLPHOTOS.COM
image_tamil_0462.jpg,ஒன்லி பாடிலேங்குவேஜ் தான்ப்பா உள்ளை ஓன்னும் கடையாதுப்பா roflphotos.com
image_tamil_0463.jpg,ஏய். . மரியாதை.. மரியாதை… . ROFLPHOTOS.COM
image_tamil_0464.jpg,இதெல்லாம் ஒருபொழப்பா.. ROFLPHOTOS.COM
image_tamil_0465.jpg,CNப்படqனனரTCartoonNetwork இலலடா ComputerNetwork SSC
image_tamil_0466.jpg,சேதமேல் சாதை. . . uாதமடா சாம்
image_tamil_0467.jpg,இந்த நாள் உன்னோட கேலன்டர்ல் குறிச்சி வெச்சுக்கோ… CC
image_tamil_0468.jpg,உனக்கு லைக்  போடுறதே பெருசு இதுல கமெண்ட் வெறபண்ண்னுமா
image_tamil_0469.jpg,இன்னா மாப்ளே! உன் போஸ்ட்ட பாத்தா மூக்குல் எல்லாம் ரத்தம் வருது…  A ROFLPHOTOS.COM
image_tamil_0470.jpg,ஏன்னும் சொல்க்கிறதுக்கில்ல. . AO APLHIE ROFLPHOTOS.COM
image_tamil_0471.jpg,அழாதிங்க பாஸ். நாங்க இருக்கோம். ROFLPHOTOS.COM *Airce Customers Airtel* Customers Customers
image_tamil_0472.jpg,போதும் இதோட நிறுத்திக்க.. ROFLPHOTOS.COM
image_tamil_0473.jpg,நீங்கஎவ்வளவு நல்லவரு .  C
image_tamil_0474.jpg,ROFLPHOTOS.COM
image_tamil_0475.jpg,ஐCயா.- இதுஎங்க Cuாuு முடியப்போகுதோ தெரியலயே. ROFLPHOTOS.COM
image_tamil_0476.jpg,முக்கோணங்கள் படித்தேன் உன் மூக்கின் மேலே..
image_tamil_0477.jpg,சங்கத்துக்கு இனிய இரவு வணக்கம்! ஜெய்ஹிந்த்! A ROFLPHOTOS.COM
image_tamil_0478.jpg,உங்க சோகம் என் நுரையீரல் பெசெயுது தோழி…. fh
image_tamil_0479.jpg,"நாம் யாரு வம்புக்கும் போறதில்ல, யாரு தும்புக்கும் பேோறதில்ல…. நாம உண்டு நம்ம சோலி உண்டுன்னு போயிடுறது.. ROFLPHOTOS.COM"
image_tamil_0480.jpg,CSK daaa. JEANS A ROFLPHOTOS.COM
